rate_id,project_id_or_market,purpose,currency,base_date,nominal_real,pre_post_tax,risk_free_source_id,risk_free_rate,country_risk_source_id,country_risk_premium,market_risk_source_id,market_risk_premium,project_premium,equity_premium,final_rate,evidence_class,review_status,notes
DISC-V5.1-VIETNAM-PROJECT_NPV,Vietnam,PROJECT_NPV,VND,2026-09-01,NOMINAL,AFTER_TAX,SBV-POLICY-REFERENCE,0.045,STANDARDIZED-COUNTRY-RISK-V5.1,0.03,STANDARDIZED-MARKET-RISK-V5.1,0.015,0.01,0,0.1,STANDARDIZED_UNDERWRITING,READY_FOR_V5_1_ENGINE,Purpose-separated discount rate; no debt rate + 2% shortcut.
DISC-V5.1-VIETNAM-EQUITY_NPV,Vietnam,EQUITY_NPV,VND,2026-09-01,NOMINAL,AFTER_TAX,SBV-POLICY-REFERENCE,0.045,STANDARDIZED-COUNTRY-RISK-V5.1,0.03,STANDARDIZED-MARKET-RISK-V5.1,0.015,0.02,0.04,0.14,STANDARDIZED_UNDERWRITING,READY_FOR_V5_1_ENGINE,Purpose-separated discount rate; no debt rate + 2% shortcut.
DISC-V5.1-VIETNAM-CUSTOMER_NPV,Vietnam,CUSTOMER_NPV,VND,2026-09-01,NOMINAL,AFTER_TAX,SBV-POLICY-REFERENCE,0.045,STANDARDIZED-COUNTRY-RISK-V5.1,0.03,STANDARDIZED-MARKET-RISK-V5.1,0.015,0,0,0.08,STANDARDIZED_UNDERWRITING,READY_FOR_V5_1_ENGINE,Purpose-separated discount rate; no debt rate + 2% shortcut.
DISC-V5.1-VIETNAM-LLCR,Vietnam,LLCR,VND,2026-09-01,NOMINAL,AFTER_TAX,SBV-POLICY-REFERENCE,0.045,STANDARDIZED-COUNTRY-RISK-V5.1,0.03,STANDARDIZED-MARKET-RISK-V5.1,0.015,0,0,0.085,STANDARDIZED_UNDERWRITING,READY_FOR_V5_1_ENGINE,Purpose-separated discount rate; no debt rate + 2% shortcut.
DISC-V5.1-VIETNAM-PLCR,Vietnam,PLCR,VND,2026-09-01,NOMINAL,AFTER_TAX,SBV-POLICY-REFERENCE,0.045,STANDARDIZED-COUNTRY-RISK-V5.1,0.03,STANDARDIZED-MARKET-RISK-V5.1,0.015,0,0,0.085,STANDARDIZED_UNDERWRITING,READY_FOR_V5_1_ENGINE,Purpose-separated discount rate; no debt rate + 2% shortcut.
DISC-V5.1-INDIA-PROJECT_NPV,India,PROJECT_NPV,INR,2026-09-01,NOMINAL,AFTER_TAX,RBI-RATES-20260706,0.0525,STANDARDIZED-COUNTRY-RISK-V5.1,0.035,STANDARDIZED-MARKET-RISK-V5.1,0.015,0.01,0,0.1,STANDARDIZED_UNDERWRITING,READY_FOR_V5_1_ENGINE,Purpose-separated discount rate; no debt rate + 2% shortcut.
DISC-V5.1-INDIA-EQUITY_NPV,India,EQUITY_NPV,INR,2026-09-01,NOMINAL,AFTER_TAX,RBI-RATES-20260706,0.0525,STANDARDIZED-COUNTRY-RISK-V5.1,0.035,STANDARDIZED-MARKET-RISK-V5.1,0.015,0.02,0.04,0.14,STANDARDIZED_UNDERWRITING,READY_FOR_V5_1_ENGINE,Purpose-separated discount rate; no debt rate + 2% shortcut.
DISC-V5.1-INDIA-CUSTOMER_NPV,India,CUSTOMER_NPV,INR,2026-09-01,NOMINAL,AFTER_TAX,RBI-RATES-20260706,0.0525,STANDARDIZED-COUNTRY-RISK-V5.1,0.035,STANDARDIZED-MARKET-RISK-V5.1,0.015,0,0,0.08,STANDARDIZED_UNDERWRITING,READY_FOR_V5_1_ENGINE,Purpose-separated discount rate; no debt rate + 2% shortcut.
DISC-V5.1-INDIA-LLCR,India,LLCR,INR,2026-09-01,NOMINAL,AFTER_TAX,RBI-RATES-20260706,0.0525,STANDARDIZED-COUNTRY-RISK-V5.1,0.035,STANDARDIZED-MARKET-RISK-V5.1,0.015,0,0,0.085,STANDARDIZED_UNDERWRITING,READY_FOR_V5_1_ENGINE,Purpose-separated discount rate; no debt rate + 2% shortcut.
DISC-V5.1-INDIA-PLCR,India,PLCR,INR,2026-09-01,NOMINAL,AFTER_TAX,RBI-RATES-20260706,0.0525,STANDARDIZED-COUNTRY-RISK-V5.1,0.035,STANDARDIZED-MARKET-RISK-V5.1,0.015,0,0,0.085,STANDARDIZED_UNDERWRITING,READY_FOR_V5_1_ENGINE,Purpose-separated discount rate; no debt rate + 2% shortcut.
DISC-V5.1-FRANCE-PROJECT_NPV,France,PROJECT_NPV,EUR,2026-09-01,NOMINAL,AFTER_TAX,ECB-KEY-RATES-20260617,0.024,STANDARDIZED-COUNTRY-RISK-V5.1,0.015,STANDARDIZED-MARKET-RISK-V5.1,0.015,0.01,0,0.1,STANDARDIZED_UNDERWRITING,READY_FOR_V5_1_ENGINE,Purpose-separated discount rate; no debt rate + 2% shortcut.
DISC-V5.1-FRANCE-EQUITY_NPV,France,EQUITY_NPV,EUR,2026-09-01,NOMINAL,AFTER_TAX,ECB-KEY-RATES-20260617,0.024,STANDARDIZED-COUNTRY-RISK-V5.1,0.015,STANDARDIZED-MARKET-RISK-V5.1,0.015,0.02,0.04,0.14,STANDARDIZED_UNDERWRITING,READY_FOR_V5_1_ENGINE,Purpose-separated discount rate; no debt rate + 2% shortcut.
DISC-V5.1-FRANCE-CUSTOMER_NPV,France,CUSTOMER_NPV,EUR,2026-09-01,NOMINAL,AFTER_TAX,ECB-KEY-RATES-20260617,0.024,STANDARDIZED-COUNTRY-RISK-V5.1,0.015,STANDARDIZED-MARKET-RISK-V5.1,0.015,0,0,0.08,STANDARDIZED_UNDERWRITING,READY_FOR_V5_1_ENGINE,Purpose-separated discount rate; no debt rate + 2% shortcut.
DISC-V5.1-FRANCE-LLCR,France,LLCR,EUR,2026-09-01,NOMINAL,AFTER_TAX,ECB-KEY-RATES-20260617,0.024,STANDARDIZED-COUNTRY-RISK-V5.1,0.015,STANDARDIZED-MARKET-RISK-V5.1,0.015,0,0,0.085,STANDARDIZED_UNDERWRITING,READY_FOR_V5_1_ENGINE,Purpose-separated discount rate; no debt rate + 2% shortcut.
DISC-V5.1-FRANCE-PLCR,France,PLCR,EUR,2026-09-01,NOMINAL,AFTER_TAX,ECB-KEY-RATES-20260617,0.024,STANDARDIZED-COUNTRY-RISK-V5.1,0.015,STANDARDIZED-MARKET-RISK-V5.1,0.015,0,0,0.085,STANDARDIZED_UNDERWRITING,READY_FOR_V5_1_ENGINE,Purpose-separated discount rate; no debt rate + 2% shortcut.
DISC-V5.1-ITALY-PROJECT_NPV,Italy,PROJECT_NPV,EUR,2026-09-01,NOMINAL,AFTER_TAX,ECB-KEY-RATES-20260617,0.024,STANDARDIZED-COUNTRY-RISK-V5.1,0.015,STANDARDIZED-MARKET-RISK-V5.1,0.015,0.01,0,0.1,STANDARDIZED_UNDERWRITING,READY_FOR_V5_1_ENGINE,Purpose-separated discount rate; no debt rate + 2% shortcut.
DISC-V5.1-ITALY-EQUITY_NPV,Italy,EQUITY_NPV,EUR,2026-09-01,NOMINAL,AFTER_TAX,ECB-KEY-RATES-20260617,0.024,STANDARDIZED-COUNTRY-RISK-V5.1,0.015,STANDARDIZED-MARKET-RISK-V5.1,0.015,0.02,0.04,0.14,STANDARDIZED_UNDERWRITING,READY_FOR_V5_1_ENGINE,Purpose-separated discount rate; no debt rate + 2% shortcut.
DISC-V5.1-ITALY-CUSTOMER_NPV,Italy,CUSTOMER_NPV,EUR,2026-09-01,NOMINAL,AFTER_TAX,ECB-KEY-RATES-20260617,0.024,STANDARDIZED-COUNTRY-RISK-V5.1,0.015,STANDARDIZED-MARKET-RISK-V5.1,0.015,0,0,0.08,STANDARDIZED_UNDERWRITING,READY_FOR_V5_1_ENGINE,Purpose-separated discount rate; no debt rate + 2% shortcut.
DISC-V5.1-ITALY-LLCR,Italy,LLCR,EUR,2026-09-01,NOMINAL,AFTER_TAX,ECB-KEY-RATES-20260617,0.024,STANDARDIZED-COUNTRY-RISK-V5.1,0.015,STANDARDIZED-MARKET-RISK-V5.1,0.015,0,0,0.085,STANDARDIZED_UNDERWRITING,READY_FOR_V5_1_ENGINE,Purpose-separated discount rate; no debt rate + 2% shortcut.
DISC-V5.1-ITALY-PLCR,Italy,PLCR,EUR,2026-09-01,NOMINAL,AFTER_TAX,ECB-KEY-RATES-20260617,0.024,STANDARDIZED-COUNTRY-RISK-V5.1,0.015,STANDARDIZED-MARKET-RISK-V5.1,0.015,0,0,0.085,STANDARDIZED_UNDERWRITING,READY_FOR_V5_1_ENGINE,Purpose-separated discount rate; no debt rate + 2% shortcut.
DISC-V5.1-SPAIN-PROJECT_NPV,Spain,PROJECT_NPV,EUR,2026-09-01,NOMINAL,AFTER_TAX,ECB-KEY-RATES-20260617,0.024,STANDARDIZED-COUNTRY-RISK-V5.1,0.015,STANDARDIZED-MARKET-RISK-V5.1,0.015,0.01,0,0.1,STANDARDIZED_UNDERWRITING,READY_FOR_V5_1_ENGINE,Purpose-separated discount rate; no debt rate + 2% shortcut.
DISC-V5.1-SPAIN-EQUITY_NPV,Spain,EQUITY_NPV,EUR,2026-09-01,NOMINAL,AFTER_TAX,ECB-KEY-RATES-20260617,0.024,STANDARDIZED-COUNTRY-RISK-V5.1,0.015,STANDARDIZED-MARKET-RISK-V5.1,0.015,0.02,0.04,0.14,STANDARDIZED_UNDERWRITING,READY_FOR_V5_1_ENGINE,Purpose-separated discount rate; no debt rate + 2% shortcut.
